,id,talkName,dialogue,firstBtnText,secondBtnText,actionText
,1092507,,也许吧！现在看来，得先处理这位贵族偷税的事情了。<br>对了，这是你们的酬劳，接下来的事，就交给我吧。,,,
,1092601,,蓬卡特勒的光芒，请协助我驱除永夜的恐惧！,,,
,1092801,,虽然她暂时解除了魔化，但还需要赶快送回托尼那里治疗。,,,
,1092901,,<color=#bd4104>咒灵女巫</color>游荡在古堡附近，散播着黑色巫法，<br>挑战她可不是一件容易的事。,,,
,1092902,,奥兹战士决不允许邪恶巫法的扩散。,,,
,1093001,,咒灵女巫的巫法很厉害，<br>不过最终还是被我战胜了！,,,
,1093101,,<color=#bd4104>锤子团</color>的人常常用白色头巾遮住面部，<br>那是隐藏实力的一种方式。,,,
,1093102,,遇到我的话，恐怕他要拿出百分百的实力了！,,,
,1093201,,呃……怎么说呢？<br>锤子团先锋的实力也就一般吧！,,,
,1093301,,<color=#bd4104>沙蝎之王</color>有着巨大毒钳，<br>长年生活在<color=#bd4104>三月边陲</color>沙漠中，它的耐力十分惊人。,,,
,1093302,,就算是再强的对手，我也会坚持下去的。,,,
,1093401,,战胜了沙蝎之王缪加，<br>感觉自己离第一剑士又进了一步！,,,
,1093501,,<color=#bd4104>月神森林</color>的<color=#bd4104>密林开膛手韦里</color>是异化的蜂族，<br>对于你也许是一个新的挑战。,,,
,1093502,,蜂族看起来很容易对付，但还是小心为好！,,,
,1093601,,终于……战胜了这个厉害的家伙，<br>看来考验越来越难了！,,,
,1093701,,现在，你要战胜的是<color=#bd4104>月神森林</color>的<color=#bd4104>矮巨人</color>，<br>别看他们体型小，爆发力可是非常强大。,,,
,1093702,,别忘了，我西蒙的剑术也是很强的爆发攻击呢！,,,
,1093801,,我守住了奥兹家族的荣誉！,,,
,1093901,,去<color=#bd4104>永夜森林</color>战胜<color=#bd4104>不死者鲁奇</color>，<br>他是隐藏在森林中神秘的家伙！,,,
,1093902,,战胜比自己强大的敌人，才是实力的最好证明！,,,
,1094001,,假装神秘而已，轻松搞定！,,,
,1094101,,去<color=#bd4104>迷雾森林</color>战胜<color=#bd4104>鹿角兽副官里奇</color>，<br>它是鹿角兽族最勇猛的战士！,,,
,1094102,,不管什么种族，都不会手下留情的！,,,
,1094201,,它手上的巨斧太笨重了！,,,
,1094301,,这次的目标是<color=#bd4104>黑骑士佩兰</color>，<br>他率领的黑骑士团，是迷雾森林最大的威胁。,,,
,1094302,,贪图黑暗力量的人，都应该接受制裁。,,,
,1094401,,他似乎使用一些黑暗剑法，<br>但我用奥兹剑术将他击溃了。,,,
,1094501,,去迎战<color=#bd4104>永夜森林</color>的<color=#bd4104>森林熊巴图</color>，<br>它的祖先是上古神的驯养的巨兽！,,,
,1094502,,听起来是个难对付的家伙！,,,
,1094601,,森林熊一直保持猛烈的攻势，<br>还好我坚持了下来！,,,
,1094701,,差不多是面对<color=#bd4104>沙岩巨人克里</color>的时候了，<br>它在三月边陲，那里是个危险的地方！,,,
,1094702,,交给我，我能战胜它的。,,,
,1094801,,哼，我还是搞定了那个大块头！,,,
,1094901,,既然事情已经告一段落，那么我们也该离开了。<br>赫丽殿下还等着我们回禀消息。,,,
,1094902,,西蒙，谢谢你们的帮助。你们真的不多呆几天吗？<br>我好舍不得你和大家，可是我没办法和你一起走……,,,
,1094903,,我们有使命在身，必须先回去了。以后你有需要帮忙的<br>地方，记得通知我们。要知道，我们可是同伴！,,,
,1095001,,（西蒙向赫丽汇报了在古加尼尔发生的所有事情。）,,,
,1095002,,总之，森林部落的危机已经解除。而且通过这次的事情，<br>我们与精灵族也恢复了友好的邦交。,,,
,1095003,,只不过关于圣界的事情，我很担心……<br>我希望你可以允许我继续追查他们。,,,
,1095004,,圣界组织神秘莫测，你不要贸然行动。这件事情，我会和<br>特罗德会长商量。你们都辛苦了，先回去好好休息吧。,,,
,1095101,,（大地突然传来剧烈的震动，<br>温丽刚刚买到的鹿脊肉夹馍被震掉了……）,,,
,1095102,,什么情况？地震了吗？<br>啊！我的鹿脊肉夹馍，我期待了好久的……,,,
,1095103,,唉，大小姐，我真是佩服你。都地震了，你还只惦记着肉夹<br>馍。你为什么一直看着我？好吧好吧，我再帮你去排队买。,,,
,1095104,,（此时，温丽的魔法电话突然响起，打断了两人的斗嘴。）,,,
,1095105,,很抱歉打扰了你们的假期，<br>不过想必你们也感受到了剧烈的震动。,,,
,1095106,,据卫兵回报，这场震动是从天坠落的不明物体引起的。<br>听闻你们身处坠落点附近，因此我想拜托你们前往调查。,,,
,1095107,,赫丽姐姐，你放心，这件事情就交给我们吧！<br>帝国最强小分队，出发！,,,
,1095201,,是我眼花了吗？这艘船就是不明物体？<br>呵呵，开什么玩笑？！一艘船怎么可能从天而降！！！,,,
,1095202,,爱琳娜姐姐，淡定！不要忘了你见多识广的人设，<br>人设不能崩，我们先调查下这艘船吧。,,,
,1095301,,这个家伙长得也太奇怪了吧。<br>像人，也像鸟，什么品种啊？,,,
,1095302,,咕……保护……皮曼……<br>黑龙……抢……（它的气息渐渐变弱，最后停止了呼吸。）,,,
,1095303,,诶？没有呼吸了！喂！我觉得你还可以再抢救一下，<br>起码把话说完啊！！！,,,
,1095304,,我*&（，什么#@&%，&*#醒醒啊！,,,
,1095305,,大姐头，不要激动。他似乎想让我们保护某个人，看来船舱<br>里有争斗发生。我们小心些，进去看看是什么情况。,,,
,1095401,,这个是什么东西啊？看起来好奇怪啊……,,,
,1095402,,你不要乱按啦，等会弄坏了……,,,
,1095403,,（西蒙不下小心按到了一个开关，仪器投射出一道强光，<br>空中出现了一个模糊人影。）,,,
,1095404,,嗯？这个人……是船舱里的那个家伙！,,,
,1095405,,<color=#bd4104>女王殿下，黄金立方在口袋岛，亚兹莫已驾驶黑龙战舰<br>出发。尽快联合掠夺者，守住立方核心，否则世界危险。</color>,,,
,1095406,,亚兹莫、口袋岛、黄金立方，每个词我都听得懂，<br>可是几个词连在一起，我就完全不知道他在说什么了……,,,
,1095407,,难道关注点不是他们为什么长着翅膀吗？这件事太怪异了，<br>其中一定有蹊跷！或许爷爷知道这是怎么回事……,,,
,1095408,,既然这样，我们赶紧将这件事情汇报给赫丽姐姐和<br>特罗德会长吧。,,,
,1095501,,喔——噜噜噜~<br>我的小温丽，你终于回来了，快给爷爷抱抱！,,,
,1095502,,爷爷，你真是太夸张了！我才出门两个小时而已。<br>你认真听我说，我有重要的事情告诉你。,,,
,1095503,,（温丽将刚刚发生的事情，仔细复述给特罗德。）,,,
,1095504,,从外形来看，他应当是纳雅人。可根据记载，他们分明<br>受到了神的惩罚，怎么会出现在这里？,,,
,1095505,,不过如果这个人所说的事情属实，我们便不能坐视不理。,,,
,1095506,,爷爷，那我们该怎么去找他们？<br>他提供的方法，可行吗？,,,
,1095507,,书中曾记载，创世神科洛诺斯在海中设置魔法阵，<br>传送走了纳雅岛，可并提及没有具体的位置。,,,
,1095508,,依我看，还是根据他留下的信息，修复卡诺萨城中的<br>废弃飞船吧。毕竟这艘飞船，最初是他们参与设计的。,,,
,1095601,,这艘飞船真的可以带我们去纳雅城吗？,,,
,1095602,,别担心，不论发生什么事。<br>我都会在你身边。,,,
,1095701,,这次的巡查地点是<color=#bd4104>永夜森林</color>，<br>无论如何，请认真对待帝国赋予你的职责。,,,
,1095801,,卡莉首领，部落里发生了什么？,,,
,1095802,,部落中封印的不死者出现了发狂的现象，<br>我怀疑是受到了特殊力量的影响。,,,
,1095803,,部落里急需加强防御，请帮我去通知外出的暗精灵卫兵们。,,,
,1095804,,好的，马上帮您转达指令。,,,
,1095901,,想活命的话，就快告诉我加林大法师人在哪里？,,,
,1095902,,别妄想了，就算我知道也不会告诉你的。,,,
,1095903,,住手！放开卡莉首领！,,,
,1095904,,哦？这不是兰奇的弟弟吗？<br>算了，等我找到加林再回来解决你们吧！,,,
,1095905,,你别跑！,,,
,1096001,,这里竟然也有不死者，它打伤了暗精灵卫兵！<br>——喂，你还好吗？,,,
,1096002,,这……这可恶的家伙……<br>我不是它的对手……,快去帮助暗精灵卫兵！,我暂时无法战胜它。,
,1096101,,部落附近出现了不死者，卡莉首领派我来叫大家赶紧回去！,,,
,1096102,,可是我伤势很严重，<br>拜托你赶快回去让首领再想想办法吧……,,,
,1096201,,永夜森林出现了疑似圣界组织成员，<br>请联盟马上派人前往调查。,,,
,1096202,,好的，我会及时反馈的。<br>年轻人，快领取你的任务奖励吧！,,,
,1096301,,做得不错！真正的勇者就是需要不断地历练。<br>年轻人，快领取你的任务奖励吧！,,,
,1096401,,你……你为什么闯进我的家里？！,,,
,1096402,萤火熊,少装糊涂！你偷走我的东西，<br>看我不把你撕成碎片！,,,
,1096403,,不好！！！,帮助木匠赶走萤火熊！,怎么办，我好像不是它对手。,
,1096501,萤火熊,怎么，还想再和我打一架？,再和这家伙较量一番！,还是没把握战胜它。,
,1096601,萤火熊,卑鄙的人族，做了坏事还横行霸道！<br>吼——！,,,
,1096701,,为什么萤火熊会追到你家门口来啊？,,,
,1096702,,我也不知道……<br>难道……是因为上次路过山洞捡回来的蓝色宝箱？,,,
,1096703,,萤火熊其实是十分温驯的生物，如果你能跟它说清楚事情的<br>经过，相信它不会怪你的。,,,
,1096801,,每一个巡查员都代表着罗兰帝国，<br>面对古加尼尔这么多部落，巡查工作可不能懈怠！,,,
,1096901,？？？,把这里变成一个有趣的大型篝火现场怎么样？<br>想想就让人兴奋，哈哈哈哈！,,,
,1097001,,每一个巡查员都代表着罗兰帝国，<br>面对古加尼尔这么多部落，巡查工作可不能懈怠！,,,
,1097101,,到底是什么，会让我们变成现在这样……,,,
,1097201,,每一个巡查员都代表着罗兰帝国，<br>面对古加尼尔这么多部落，巡查工作可不能懈怠！,,,
,1097301,,这真是突如其来的混乱，为什么会有这么多不死者？！,,,
,1097401,,什么情况？萤火熊闯进了木匠达罗斯的家里？！,,,
,1097501,,这次的巡查地点是<color=#bd4104>冒险者营地</color>，<br>无论如何，请认真对待帝国赋予你的职责。,,,
,1097601,,迈尔斯，你还好吗？,,,
,1097602,,最近我们的营地总是遭受袭击，有一次帐篷差点被烧成灰<br>烬！还好火被及时扑灭了，可我们找不出是谁干的。,,,
,1097603,,看来又有人想伤害人类冒险者们。<br>你放心吧，这件事情交给我吧！,,,
,1097701,,你们是谁？为什么出现在这里？还带着恶狠狠的表情？,别演了，接受惩罚吧，纵火犯！,我暂时还不想战斗。,
,1097801,,快通知其他的冒险者们，最近要加强警惕，<br>似乎有一个神出鬼没的家伙要找你们麻烦。,,,
,1097802,,谢谢你的消息，我会通知首领，建议他增加一些防御人手。<br>如果找到了这个神秘的黑影，我们会第一时间汇报联盟的。,,,
,1097803,,哦对了，那只受伤的戈壁火狐还好吧，<br>我们以后也会多多照顾它们的。,,,
,1097804,,你们真是一群善良的人，火狐们也一定会很感激的！,,,
,1097901,,做得不错！真正的勇者就是需要不断地历练。<br>年轻人，快领取你的任务奖励吧！,,,
,1098001,,首领先生，你这是怎么了？,,,
,1098002,,冒险者们中了奇怪的毒，全身长满了红色斑点，这附近只有<br>女巫们懂得解毒的方法，你能帮我们去找她们求助吗？,,,
,1098003,,请大家坚持一下，我马上出发去找女巫！,,,
,1098101,,小弥尔，冒险者们身上长了红色斑点，<br>请问你知道怎么办嘛？,,,
,1098102,,红色的斑点？很有可能是中了毒刃蜂后的毒。<br>古堡附近的芭迦草可以解毒，你去那里看看吧！,,,
,1098201,,咦，这里竟然有火？<br>终于可以采集火焰能量了！,,,
,1098301,,小弥尔，我刚刚采集了这些芭迦草。,,,
,1098302,,嘘小点声，别被巫傀发现了！<br>快拿去给冒险者们解毒吧！,,,
,1098303,,站住！芭迦草可是我们女巫族培育的珍贵草药，<br>怎么可以轻易地交给人类？弥尔，你别被他们骗了！,,,
,1098304,,可恶，你们这群女巫心理也太阴暗了吧！<br>我们明明是拿去救人，你们连这也不帮忙吗？！,看来，必须得抢过来了！,我暂时还不想战斗。,
,1098401,,首领先生，这是可以解蜂毒的芭迦草，<br>你赶紧分给中毒的冒险者们吧！,,,
,1098402,,蜂毒？那一定是毒刃蜂后干的！<br>谢谢你了，等解毒之后，我们会消灭那个可恶的家伙！,,,
,1098501,,做得不错！真正的勇者就是需要不断地历练。<br>年轻人，快领取你的任务奖励吧！,,,
,1098601,,进入解谜屋A,,,
,1098701,,找到解谜物件，完成任务1,,,
,1098801,,点击物件104002对白,,,
,1098901,,带有任务80017进入解谜屋A时对白,,,
,1099001,,这次的巡查地点是<color=#bd4104>月神森林</color>，<br>无论如何，请认真对待帝国赋予你的职责。,,,
,1099101,,每一个巡查员都代表着罗兰帝国，<br>面对古加尼尔这么多部落，巡查工作可不能懈怠！,,,
,1099201,,越来越弱了，难道一切都将终结于此吗？,,,
,1099301,,树人爷爷，你这是怎么了？,,,
,1099302,,树人部落的神树出现了问题，体内的上古魔法突然衰弱。<br>只有月神水晶能够帮助回复神树的魔法。,,,
,1099303,,好的，我这就去寻找月神水晶。,,,
,1099401,,树人爷爷，月神水晶我已经找到了，<br>你赶快——,,,
,1099402,,月神水晶的力量——属于我！！！,阻止这个家伙夺走月神水晶！,看起来暂时无法战胜它。,
,1099501,,神树体内的上古魔法是树人部落能量的来源，<br>没想到魔物们竟然也在争夺它。,,,
,1099502,,你说的没错，不过还好你赶走了魔物，<br>请允许我代表整个部落感谢你。,,,
,1099601,,做得不错！真正的勇者就是需要不断地历练。<br>年轻人，快领取你的任务奖励吧！,,,
,1099701,,可怜……可恶！,,,
,1099801,,首领先生，你刚刚说‘可怜……可恶！’<br>那是什么意思啊？,,,
,1099802,,最近有一帮可恶的偷猎者，他们伤害了很多弱小的生灵。<br>德鲁伊守卫一直在跟踪他们，无奈我们人手不够……,,,
,1099803,,算我一个，我这就去找德鲁伊守卫！,,,
,1099901,,我受首领之托，去惩罚那伙森林偷猎者，<br>可以告诉我他们一般都在哪儿活动吗？,,,
,1099902,,沿着德鲁伊部落的这条路往那边走，<br>是我上次发现他们的地方。,,,
,1100001,,喂，你在干什么？！！不要伤害小树精！,,,
,1100002,,少多管闲事，不然我可对你不客气了！,可恶的偷猎者，接受惩罚吧！,我恐怕不是它的对手。,
,1100101,,首领先生，我已经重重地教训了那帮偷猎者！,,,
,1100102,,感谢你，你是一个称职的联盟巡查员！,,,
,1100301,,这次的巡查地点是<color=#bd4104>迷雾森林</color>，<br>无论如何，请认真对待帝国赋予你的职责。,,,
,1100401,,宝藏？喂，你这家伙不会又做了什么偷偷摸摸的事吧！,,,
,1100402,,谁，谁说宝藏了？我的东西被人抢走了，刚刚就在那边！<br>你作为巡查员，可得帮我找回来啊！,,,
,1100403,,真的是这样的话，我有义务帮你找回来。,,,
,1100501,,走了这么久一个人影也没有看到，<br>哪里有什么坏人啊？,,,
,1100502,,前面就是那个哥布林说的地方了，<br>你这急性子，有点耐心好不好！,,,
,1100601,？？？,滚远点！刚才有个哥布林已经被我打跑了，<br>你们还要过来的话和它的下场一样！,,,
,1100602,,真是个凶巴巴的大块头，<br>这难道就是那个抢走哥布林东西的人？,,,
,1100603,？？？,还不走开？那我就不客气了！,迎接强敌的挑战！,我暂时无法战胜他。,
,1100701,,他想利用我们获得迷雾宝藏！<br>真是太狡猾了！,,,
,1100702,,没错，是他撒了谎。<br>不过，我们还是把宝藏送回联盟吧。,,,
,1100801,,做得不错！真正的勇者就是需要不断地历练。<br>年轻人，快领取你的任务奖励吧！,,,
,1100901,,你是新来的冒险者吧，<br>这里出了什么事？,,,
,1100902,,太可怕了！森林中的好多种族都被魔化了，<br>这里太危险了！,,,
,1100903,,你就在这里等我，不要走动，我去看看！,,,
,1101001,,它们应该是进入了营地，我们进去看看。,,,
,1101002,,大家请一定要小心，它们被魔化程度似乎非常严重！,,,
,1101101,,嗷——！,快把魔化的熊人控制住！,魔化太严重了，我没办法。,
,1101201,,愚蠢的人族，你们也想尝尝魔化的感觉吗？,快阻止这个家伙！,我还没想好怎么对付它。,
,1101301,,做得不错！真正的勇者就是需要不断地历练。<br>年轻人，快领取你的任务奖励吧！,,,
,1101401,,每一个巡查员都代表着罗兰帝国，<br>面对古加尼尔这么多部落，巡查工作可不能懈怠！,,,
,1101501,,啊，我梦寐以求的宝藏！,,,
,1101601,,每一个巡查员都代表着罗兰帝国，<br>面对古加尼尔这么多部落，巡查工作可不能懈怠！,,,
,1101701,,啊！森林啊！全都是魔物！,,,
,1101801,,你们竟然破坏了我控制迷雾森林的计划！<br>我迟早会收拾你们的！,,,
,1101802,,控制迷雾森林？你也太不自量力了吧！<br>下次巡查再让我碰见你的话，可不会像今天这么简单了！,,,
,1101901,,这次的巡查地点是<color=#bd4104>三月边陲</color>，<br>无论如何，请认真对待帝国赋予你的职责。,,,
,1102001,,每一个巡查员都代表着罗兰帝国，<br>面对古加尼尔这么多部落，巡查工作可不能懈怠！,,,
,1102101,伊诺克,快来人啊，快来人啊！,,,
,1102201,,小弟弟，这里发生了什么？,,,
,1102202,伊诺克,鹿角兽又来了！<br>现在就堵在镇子门口，请你一定要帮帮我们！,,,
,1102203,,好的，相信我一定会把它们赶走的！,,,
,1102301,,你们谁也阻挡不了我！,侵略者，给你点颜色瞧瞧！,看起来暂时无法战胜它。,
,1102401,,那我倒要看看你能把我怎么样！,让你见识一下真正的奥兹剑术！,看起来暂时无法战胜它。,
,1102501,,我已经把鹿角兽还有它们找来的帮手一起击退了！,,,
,1102502,,可是它向我转交了自治同盟的申请书，<br>还是希望你把申请书交给同盟议事长。,,,
,1102503,伊诺克,鹿角兽那帮坏蛋骚扰镇民、作恶多端，<br>要想加入自治同盟，我伊诺克第一个不同意！,,,
,1102504,,也许我们应该它们一次机会，我感觉它们是个团结、对同伴<br>忠诚的种族，这一点倒是很符合自治同盟的价值观。,,,
,1102505,伊诺克,哼，我们可不会相信那帮家伙！<br>就让它们祈祷同盟议事长能同意吧！,,,
,1102506,,无论如何，我们都希望生活在三月边陲各个种族之间能够和<br>睦相处！,,,
,1102601,,做得不错！真正的勇者就是需要不断地历练。<br>年轻人，快领取你的任务奖励吧！,,,
,1102701,,每一个巡查员都代表着罗兰帝国，<br>面对古加尼尔这么多部落，巡查工作可不能懈怠！,,,
,1102801,,该不会是出了什么事情吧……,,,
,1102901,,阿比旦先生，有什么能帮忙的吗？,,,
,1102902,,最近遗骸那里又出现了魔族的迹象，<br>两天前我派同伴去调查，可他到现在都没有回来。,,,
,1102903,,那里挺危险的，让我去找找看！,,,
,1103001,,这骨堆看起来是很久之前就留下的了，<br>我们在周围再调查一下吧。,,,
,1103101,,你们碍了我的事，我要把你们碾碎！,狂妄的魔物，这次解决你！,等我再想想对策。,
,1103201,,遗骸附近竟然又出现了狂暴的怪物，<br>我必须马上把情况告诉阿比旦。,,,
,1103301,,阿比旦先生，遗骸附近发现了墓穴魔物，<br>我猜想可能和你手下失踪有关。,,,
,1103302,,看来事情有点复杂，我得组织人手好好调查一番。<br>感谢你的情报。,,,
,1103401,,做得不错！真正的勇者就是需要不断地历练。<br>年轻人，快领取你的任务奖励吧！,,,
,1103501,,你们看，这里有几百年前逃难的人留下的宝箱。<br>我们去找<color=#bd4104>铁箱</color>吧，有一定几率获得<color=#bd4104>曜金钥匙</color>打开这个宝箱。,,,
,1103601,,碰到稀有的<color=#bd4104>曜金箱</color>真是幸运！<br>如果能找到<color=#bd4104>铁箱</color>的话，就有几率获得<color=#bd4104>曜金钥匙</color>！,,,
,1103701,,副本在制作中，暂未开放,,,
,1103801,,快看，是宝箱！可是我们没有<color=#bd4104>霜晶钥匙</color>，打不开宝箱……<br>听说有几率在<color=#bd4104>曜金箱</color>里发现它，要不去找找看？,,,
,1103901,,根据记录，<color=#bd4104>霜蓝晶箱</color>是黑暗纪元时期留下来的。<br>听说有几率在<color=#bd4104>曜金箱</color>里发现<color=#bd4104>霜晶钥匙</color>，去找找看吧！,,,
,1104001,,你们最好乖乖听我的，把东西交出来！<br>我可是玫瑰团的人！,,,
,1104101,,打扰我休息，你们谁都不能走！,,,
,1104201,,什么味道？椰蓉？巧克力？曲奇？！！！<br>快给我交出来！,,,
,1104301,,现成的木材送上门来！<br>我可以大赚一笔了！,,,
,1104401,,我肚子早就饿得咕噜咕噜叫了！<br>哦不，是轰隆轰隆！,,,
,1104501,,你们俩真是太不巧了，我刚刚感到肚子饿了！,,,
,1104601,,今天的十个任务全部搞定！<br>现在可以领取联盟发放的奖励了！,,,
,1104701,萨米尔,哼，小鬼，算你运气好。<br>我们走！,,,
,1104801,,哥哥，我们快追上他，<br>不能让他逃走！,,,
,1104802,,……,,,
,1104803,,可恶，下次我绝对不会输。,,,
,1104901,,唔……就是这里了，<br>我们进去吧。,,,
,1105701,,『将文件带给宫廷书记员弗林』<br>书记员负责记录帝国大事，难道最近又有什么八卦新闻？,,,
,1105801,,书记员先生，这是你的文件。,,,
,1105802,,好的。<br>明天中午，《卡诺萨日报》头版见。,,,
,1105901,,『将音乐会邀请函带给提琴师李』<br>哦，我记得那个流浪在卡诺萨城的小提琴家！,,,
,1106001,,李，李，有一个好消息要告诉你！<br>你收到了音乐会的演出邀请诶！,,,
,1106002,,不敢相信这是真的！看来有人能认可我的琴声了！,,,
,1106101,,『将帝国最新公告粘贴在卡诺萨城的公告板上』<br>这个任务也太没挑战了吧！,,,
,1106201,,『帮助哥布林商贩麦肯整理商货』<br>整理东西会让我头大！！！,,,
,1106301,,『将女儿的信带给詹尼佛大妈』<br>要赶快把信送到，詹尼佛大妈一定很想她的女儿！,,,
,1106401,,詹尼佛大妈，这是你女儿的信！,,,
,1106402,,希望她好好的，忙得话不一定非要回来看我。,,,
,1106501,,『将联盟的采购清单带给哥布林商贩麦肯』<br>麦肯总能弄到许多稀奇古怪的东西！,,,
,1106601,,麦肯，这是联盟委托你采购的物品清单，<br>请一定要帮忙完成，拜托了！,,,
,1106602,,只要联盟开出的价格合适，我都搞得定！,,,
,1106701,,『在卡诺萨城信箱处收取1次联盟的信件』<br>联盟每天会收到很多求助的来信。,,,
,1106801,,『将零食带给龟小豆』<br>我也有点流口水了……,,,
,1106901,,小豆，这一大包零食够你吃很久的了！,,,
,1106902,,这是天空城龟岛的好朋友寄给我的，<br>让我们一起分享吧！,,,
,1107001,,『到湖畔镇码头取回货箱』<br>码头有很多货物，千万不要弄错了！,,,
,1107101,,『战胜狐克斯拿回被偷的食物』<br>又有魔物来捣乱了，这次要给它们点教训！,,,
,1107201,,『采集大椰子』的话，<br>我是应该爬上树呢，还是用我的剑？,,,
,1107301,,『血色花』长在危险的悬崖边上，所以才会这么珍贵。,,,
,1107401,,『击败巨骨熊』可以获得它的骨头，<br>它常常被用来做成望远镜的外壳。,,,
,1107501,,『去哀嚎神殿采集一种奇异的魔铜矿』<br>那是魔法学院研究的材料。,,,
,1107601,,『将密函带给泽欧密探』<br>虽然很好奇里面的内容，可我不能私自拆开别人的信。,,,
,1107701,,泽欧，这是你的密函，<br>我可是原封不动地帮你送到了。,,,
,1107702,,对不起，我没什么要跟你说的。,,,
,1107801,,『魔族高地上满藏着血红水晶』，<br>据说是魔族遗留下的宝物。,,,
,1108901,,,,,
,1109001,,,,,
,1109101,,,,,
,1109201,,,,,
,1109301,,,,,
,1109401,,,,,
,1109501,,,,,
,1109601,,,,,
,1109701,,,,,
,1109801,,,,,
,1109901,,,,,
,1110001,,,,,
,1110101,,,,,
,1110201,,,,,
,1110301,,,,,
,1110401,,,,,
,1110501,,,,,
,1110601,,,,,
,1110701,,,,,
,1110801,,,,,
,1110901,,,,,
,1111001,,,,,
,1111101,,,,,
,1111201,,,,,
,1111301,,,,,
,1111401,,,,,
,1111501,,,,,
,1111601,,,,,
,1111701,,,,,
,1111801,,,,,
,1111901,,,,,
,1112001,,,,,
,1112101,,,,,
,1112201,,,,,
,1112301,,,,,
,1112401,,,,,
,1112501,,,,,
,1112601,,,,,
,1112701,,啊！！！好……咦，好像不是很疼啊。<br>温丽、大姐头，我们是到纳雅城了吗？,,,
,1112702,,你……你给我起来！重死了！！<br>让女孩子做垫背算什么嘛！太差劲了！,,,
,1112703,,啊……抱歉抱歉，我不是故意的。<br>温丽，你没有受伤吧？,,,
,1112704,,（正当大家处于混乱之际，有一双手抓住了西蒙的肩膀。）,,,
,1112705,,啊<size=150%>啊<size=200%>啊啊啊！<size=100%>我的机械翅膀！只差一点就能完成了！<br>你们都做了些什么啊！可恶的掠夺者！！你们赔！！！,,,
,1112706,,（看着地上支离破碎的机械翅膀和眼前这位生气的……人，<br>大家压下心头疑问，露出尴尬而又不失礼貌的微笑。）,,,
,1112707,,对不起对不起，我们是要前往纳雅城，没想到会发生<br>这样的意外……放心，我们一定会负责的。,,,
,1112708,,你们这些掠夺者态度倒还勉勉强强过得去，<br>和米兰达姐姐说得不一样。不过你们要去纳雅城？,,,
,1112709,,是的，这里就是纳雅城了吗？<br>不过，我们来自卡诺萨城，而非你口中的掠夺者。,,,
,1112710,,这里是不冬岛，离纳雅城还有段距离。放弃去纳雅城的想法<br>吧，交通要道已经被枭鹰族控制了，一只鸟也飞不过去。,,,
,1112711,,哼，那群羽毛黯淡无光的坏枭鹰。<br>如果不是米兰达姐姐受伤了，她一只手就能挑翻一群！,,,
,1112712,,枭鹰族是什么？它们为什么控制交通要道？<br>纳雅城出事了吗？我们要怎么才能过去？,,,
,1112713,,唔……不是掠夺者的陌生人，你们的问题实在太多了。难道<br>你们不应该先履行承诺，修好机械翅膀，然后再问问题吗？,,,
,1112801,,（ ♩为了明天，抵抗，战斗，直到尽头！♫）,,,
,1112802,,战斗曲！枭鹰族又来袭击了！！<br>可恶，如果我拥有完好的翅膀，就可以……,,,
,1112803,,战斗的事情交给我们！<br>作为失误的赔礼，我们帮你赶走他们。,,,
,1112901,,不论在哪里，都有不长眼的入侵者。<br>这一次遇上我们，只能怪你们自己倒霉！,折断你的翅膀！,缓一缓，再战斗。,
,1113001,,天呐，你们居然能击退枭鹰！我们翼族多次反抗，却从未<br>获胜过……好，你们成为我心中实力排名第二的人了。,,,
,1113002,,那第一是谁？,,,
,1113003,,第一名，当然是米兰达姐姐！虽然我没有见过她战斗的样<br>子，但是我敢肯定她是超级厉害的战士，没有人比得上她！,,,
,1113004,,总之谢谢你们的帮忙。其实解除枭鹰族封锁的办法，<br>我早就想到了。只是我重要的机械翅膀被弄坏了……,,,
,1113005,,哦？那要怎么才能修好它？<br>我们愿意帮忙。,,,
,1113006,,你们真是不一样的掠夺者！讲信用又热心，完全不是<br>野蛮无理的强盗。那么这些材料，就拜托你们取来吧。,,,
,1113007,,呃，我该谢谢你的赞美么……<br>你先告诉我们这些材料该去哪里找。,,,
,1113008,,它是岛民家中常备的材料，能够比较容易拿到。<br>而另一种就比较麻烦了……只有那里有它。,,,
,1113009,,你放心，我们一定会把材料带回来。,,,
,1113101,,那边似乎有人在争吵，过去看看！,,,
,1113201,,为什么？为什么？你会变成这样？<br>和我一起，和我一起，向他反抗！,,,
,1113202,,你们敌不过强大的枭鹰，却不知死活的反抗。<br>放弃吧，服从他们。,,,
,1113203,,唱起来，唱起来，我们的战歌。,,,
,1113204,,停止你的演唱，它毫无意义。,,,
,1113205,,啊……叽叽喳喳的鸟语，吵得我头大……<br>都给闭嘴吧！尤其是你，嗡嗡叫的大黄蜂！,把你的嘴堵起来！,等会再收拾他。,
,1113301,,真奇怪，真奇怪，怎么会是掠夺者？<br>不管啦，不管啦，谢谢你们。,,,
,1113302,,我们不是掠夺者……<br>哎，难道遇见一个人，我们就要解释一次吗？心累。,,,
,1113303,,噢！对不起，亲爱的朋友。<br>是我误解你，让我为你高歌一曲赞歌。,,,
,1113304,,不用了，我更喜欢实际点的谢谢。<br>如果你有材料，就拿它当做谢礼吧。,,,
,1113305,,为什么要拒绝我，<br>是我的歌声不好听，还是我的音调不够准？,,,
,1113306,,不……你的歌声不是重点，<br>只是我们着急用羽胫来修复机械翅膀。,,,
