,id,Name,Intention,talks,detailDes
,35015,神秘怪盗,神秘怪盗的目标,,
,35016,神秘怪盗,态度不佳的委托人,,
,35017,神秘怪盗,交锋！怪盗莉莉,,
,35018,神秘怪盗,出乎意料的结局,,
,40030,咒灵女巫,咒灵女巫艾薇[count 1],,去冒险者营地击败精英怪物咒灵女巫艾薇
,40031,锤子团先锋,锤子团先锋瑞兹[count 1],,去三月边陲击败精英怪物锤子团先锋瑞兹
,40032,沙蝎之王,沙蝎之王缪加[count 1],,去三月边陲击败精英怪物沙蝎之王缪加
,40033,密林开膛手,密林开膛手韦里[count 1],,去月神森林地击败精英怪物密林开膛手韦里
,40034,矮巨人兵长,矮巨人兵长[count 1],,去月神森林击败精英怪物矮巨人兵长
,40035,不死者,不死者奇鲁[count 1],,去永夜森林击败精英怪物不死者奇鲁
,40036,鹿角兽副官,鹿角兽副官里奇[count 1],,去迷雾森林击败精英怪物鹿角兽副官里奇
,40037,黑骑士,黑骑士佩兰[count 1],,去迷雾森林击败精英怪物黑骑士佩兰
,40038,森林熊,森林熊巴图[count 1],,去永夜森林击败精英怪物森林熊巴图
,40039,沙岩巨人,沙岩巨人克里[count 1],,去三月边陲击败精英怪物沙岩巨人克里
,40040,咒灵女巫,回复铁臂安道夫,,
,40041,锤子团先锋,回复铁臂安道夫,,
,40042,沙蝎之王,回复铁臂安道夫,,
,40043,密林开膛手,回复铁臂安道夫,,
,40044,矮巨人兵长,回复铁臂安道夫,,
,40045,不死者,回复铁臂安道夫,,
,40046,鹿角兽副官,回复铁臂安道夫,,
,40047,黑骑士,回复铁臂安道夫,,
,40048,森林熊,回复铁臂安道夫,,
,40049,沙岩巨人,回复铁臂安道夫,,
,40050,沙海苍鹰,沙海苍鹰伊妮[count 1],,
,40051,暗夜魔导师,暗夜魔导师特里[count 1],,
,40052,审判侍从,审判侍从伊戈尔[count 1],,
,40053,荒漠领主,荒漠领主纳伏[count 1],,
,40054,迷梦蛛王,迷梦蛛王黛娜[count 1],,
,40055,梦魇女巫,梦魇女巫薇拉[count 1],,
,40056,莽荒战神,莽荒战神肖恩[count 1],,
,40057,妖媚舞姬,妖媚舞姬凯琳[count 1],,
,40058,枯骨毒蜂,枯骨毒蜂克莱儿[count 1],,
,40059,骑士副官,骑士副官索隆[count 1],,
,40060,石翼暴君,石翼暴君沃冈[count 1],,
,40061,邪灵法师,邪灵法师艾德[count 1],,
,40062,丧魂暴君,丧魂暴君亚尔林[count 1],,
,40063,秘巫使徒,秘巫使徒洛兰[count 1],,
,40064,恶魔之子,恶魔之子巴特莱[count 1],,
,40065,熊人首领,熊人首领詹森[count 1],,
,40066,战魂统领,战魂统领马修[count 1],,
,40067,血啸游隼,血啸游隼赫达[count 1],,
,40068,魔吟符咒师,魔吟符咒师安格[count 1],,
,40069,欲望男爵,欲望男爵舒克[count 1],,
,40070,暗幕蝎王,暗幕蝎王巴扎[count 1],,
,40071,火蛛之王,火蛛之王赫曼[count 1],,
,40072,魅魔使徒,魅魔使徒莉塔[count 1],,
,40073,铁骑领主,铁骑领主劳伦[count 1],,
,40074,荒漠舞姬,荒漠舞姬康妮[count 1],,
,40075,暮夜蜂王,暮夜蜂王伊娃[count 1],,
,40076,暗黑骑士长,暗黑骑士长韦勃[count 1],,
,40077,石像囚灵,石像囚灵维特[count 1],,
,40078,禁咒法师,禁咒法师史丹尼[count 1],,
,40079,狂战指挥官,狂战指挥官里奥[count 1],,
,40080,雾隐猎手,雾隐猎手莉莉安[count 1],,
,40081,深渊领主,深渊领主桑德拉[count 1],,
,40082,巨熊领主,巨熊领主提坦[count 1],,
,40083,黑龙城主,黑龙城主托马斯[count 1],,
,40084,枭鹰霸主,枭鹰霸主希尔达[count 1],,
,40097,熊人首领,回复铁臂安道夫,,
,40098,战魂统领,回复铁臂安道夫,,
,40099,血啸游隼,回复铁臂安道夫,,
,40100,魔吟符咒师,回复铁臂安道夫,,
,40101,欲望男爵,回复铁臂安道夫,,
,40102,暗幕蝎王,回复铁臂安道夫,,
,40103,火蛛之王,回复铁臂安道夫,,
,40104,魅魔使徒,回复铁臂安道夫,,
,40105,铁骑领主,回复铁臂安道夫,,
,40106,荒漠舞姬,回复铁臂安道夫,,
,40107,暮夜蜂王,回复铁臂安道夫,,
,40108,暗黑骑士长,回复铁臂安道夫,,
,40109,石像囚灵,回复铁臂安道夫,,
,40110,禁咒法师,回复铁臂安道夫,,
,40111,狂战指挥官,回复铁臂安道夫,,
,40112,雾隐猎手,回复铁臂安道夫,,
,40113,深渊领主,回复铁臂安道夫,,
,40114,巨熊领主,回复铁臂安道夫,,
,40115,黑龙城主,回复铁臂安道夫,,
,40116,枭鹰霸主,回复铁臂安道夫,,
,40117,沙海苍鹰,回复铁臂安道夫,,
,40118,暗夜魔导师,回复铁臂安道夫,,
,40119,审判侍从,回复铁臂安道夫,,
,40120,荒漠领主,回复铁臂安道夫,,
,40121,迷梦蛛王,回复铁臂安道夫,,
,40122,梦魇女巫,回复铁臂安道夫,,
,40123,莽荒战神,回复铁臂安道夫,,
,40124,妖媚舞姬,回复铁臂安道夫,,
,40125,枯骨毒蜂,回复铁臂安道夫,,
,40126,骑士副官,回复铁臂安道夫,,
,40127,石翼暴君,回复铁臂安道夫,,
,40128,邪灵法师,回复铁臂安道夫,,
,40129,丧魂暴君,回复铁臂安道夫,,
,40130,秘巫使徒,回复铁臂安道夫,,
,40131,恶魔之子,回复铁臂安道夫,,
,40132,挑战沙海苍鹰,沙海苍鹰伊妮[count 1],,
,40133,挑战暗夜魔导师,暗夜魔导师特里[count 1],,
,40134,挑战审判侍从,审判侍从伊戈尔[count 1],,
,40135,挑战荒漠领主,荒漠领主纳伏[count 1],,
,40136,挑战迷梦蛛王,迷梦蛛王黛娜[count 1],,
,40137,挑战梦魇女巫,梦魇女巫薇拉[count 1],,
,40138,挑战莽荒战神,莽荒战神肖恩[count 1],,
,40139,挑战妖媚舞姬,妖媚舞姬凯琳[count 1],,
,40140,挑战枯骨毒蜂,枯骨毒蜂克莱尔[count 1],,
,40141,挑战骑士副官,骑士副官索隆[count 1],,
,40142,挑战石翼暴君,石翼暴君沃冈[count 1],,
,40143,挑战邪灵法师,邪灵法师艾德[count 1],,
,40144,挑战丧魂暴君,丧魂暴君亚尔林[count 1],,
,40145,挑战秘巫使徒,秘巫使徒洛兰[count 1],,
,40146,挑战恶魔之子,恶魔之子巴特莱[count 1],,
,40147,挑战熊人首领,熊人首领詹森[count 1],,
,40148,挑战战魂统领,战魂统领马修[count 1],,
,40149,挑战赤角狂兽,赤角狂兽卡拉[count 1],,
,40150,挑战爆炎男爵,爆炎男爵罗德森[count 1],,
,40151,挑战欲望男爵,欲望男爵舒克[count 1],,
,40152,挑战暮夜蜂王,暮夜蜂王伊娃[count 1],,
,40153,挑战狂战指挥官,狂战指挥官里奥[count 1],,
,40154,挑战尖啸游隼,尖啸游隼赫达[count 1],,
,40155,挑战狂乱研究者,狂乱研究者托斯[count 1],,
,40156,挑战暗幕蝎王,暗幕蝎王巴扎[count 1],,
,40157,挑战深渊领主,深渊领主桑德拉[count 1],,
,40158,挑战暗黑骑士长,暗黑骑士长韦伯[count 1],,
,40159,挑战魅魔使徒,魅魔使徒莉塔[count 1],,
,40160,挑战铁骑领主,铁骑领主劳伦[count 1],,
,40161,挑战枭鹰霸主,枭鹰霸主希尔达[count 1],,
,40162,挑战沙海苍鹰,回复铁臂安道夫,,
,40163,挑战暗夜魔导师,回复铁臂安道夫,,
,40164,挑战审判侍从,回复铁臂安道夫,,
,40165,挑战荒漠领主,回复铁臂安道夫,,
,40166,挑战迷梦蛛王,回复铁臂安道夫,,
,40167,挑战梦魇女巫,回复铁臂安道夫,,
,40168,挑战莽荒战神,回复铁臂安道夫,,
,40169,挑战妖媚舞姬,回复铁臂安道夫,,
,40170,挑战枯骨毒蜂,回复铁臂安道夫,,
,40171,挑战骑士副官,回复铁臂安道夫,,
,40172,挑战石翼暴君,回复铁臂安道夫,,
,40173,挑战邪灵法师,回复铁臂安道夫,,
,40174,挑战丧魂暴君,回复铁臂安道夫,,
,40175,挑战秘巫使徒,回复铁臂安道夫,,
,40176,挑战恶魔之子,回复铁臂安道夫,,
,40177,挑战熊人首领,回复铁臂安道夫,,
,40178,挑战战魂统领,回复铁臂安道夫,,
,40179,挑战赤角狂兽,回复铁臂安道夫,,
,40180,挑战爆炎男爵,回复铁臂安道夫,,
,40181,挑战欲望男爵,回复铁臂安道夫,,
,40182,挑战暮夜蜂王,回复铁臂安道夫,,
,40183,挑战狂战指挥官,回复铁臂安道夫,,
,40184,挑战尖啸游隼,回复铁臂安道夫,,
,40185,挑战狂乱研究者,回复铁臂安道夫,,
,40186,挑战暗幕蝎王,回复铁臂安道夫,,
,40187,挑战深渊领主,回复铁臂安道夫,,
,40188,挑战暗黑骑士长,回复铁臂安道夫,,
,40189,挑战魅魔使徒,回复铁臂安道夫,,
,40190,挑战铁骑领主,回复铁臂安道夫,,
,40191,挑战枭鹰霸主,回复铁臂安道夫,,
,40192,挑战武装劫掠者,武装劫掠者兰迪[count 1],,
,40193,挑战宿命穿刺者,宿命穿刺者艾斯[count 1],,
,40194,挑战利斧战魔,利斧战魔阿卡萨[count 1],,
,40195,挑战邪恶研究者,邪恶研究者伊文[count 1],,
,40196,挑战腐蚀毒蜂,腐蚀毒蜂德琳[count 1],,
,40197,挑战暗鸦领主,暗鸦领主艾因[count 1],,
,40198,挑战瘟疫传播者,瘟疫传播者柏格[count 1],,
,40199,挑战月夜恶鬼,月夜恶鬼桑德拉[count 1],,
,40200,挑战森林领主,森林领主托尔斯[count 1],,
,40201,挑战雾隐猎手,雾隐猎手莉莉安[count 1],,
,40202,挑战鬼魅魔蛛,鬼魅魔蛛贝斯[count 1],,
,40203,挑战巨熊领主,巨熊领主提坦[count 1],,
,40204,挑战夜雾巨人,夜雾巨人巴伦[count 1],,
,40205,挑战幻雾狂魔,幻雾狂魔伯尼[count 1],,
,40206,挑战灾祸舞动者,灾祸舞动者雅丽[count 1],,
,40207,挑战岩窟食人魔,岩窟食人魔布尔[count 1],,
,40208,挑战飞翼魔鹰,飞翼魔鹰黛西[count 1],,
,40209,挑战狂热复仇者,狂热复仇者克罗[count 1],,
,40210,挑战叶刃毒蜂,叶刃毒蜂佩丝[count 1],,
,40211,挑战白银惩戒者,白银惩戒者奥布[count 1],,
,40212,挑战月冥女巫,月冥女巫菲丽丝[count 1],,
,40213,挑战恐惧战魂,恐惧战魂阿尔奇[count 1],,
,40214,挑战泥沼蝎王,泥沼蝎王班奈特[count 1],,
,40215,挑战熔火战骑,熔火战骑凯文[count 1],,
,40216,挑战地穴石魔,地穴石魔波特[count 1],,
,40217,挑战不死追寻者,不死追寻者班森[count 1],,
,40218,挑战毁灭践踏者,毁灭践踏者巴顿[count 1],,
,40219,挑战苦痛荆棘,苦痛荆棘塞拉[count 1],,
,40220,挑战天灾使魔,天灾使魔洛特[count 1],,
,40221,挑战狂暴战熊,狂暴战熊安迪[count 1],,
,40222,挑战武装劫掠者,回复铁臂安道夫,,
,40223,挑战宿命穿刺者,回复铁臂安道夫,,
,40224,挑战利斧战魔,回复铁臂安道夫,,
,40225,挑战邪恶研究者,回复铁臂安道夫,,
,40226,挑战腐蚀毒蜂,回复铁臂安道夫,,
,40227,挑战暗鸦领主,回复铁臂安道夫,,
,40228,挑战瘟疫传播者,回复铁臂安道夫,,
,40229,挑战月夜恶鬼,回复铁臂安道夫,,
,40230,挑战森林领主,回复铁臂安道夫,,
,40231,挑战雾隐猎手,回复铁臂安道夫,,
,40232,挑战鬼魅魔蛛,回复铁臂安道夫,,
,40233,挑战巨熊领主,回复铁臂安道夫,,
,40234,挑战夜雾巨人,回复铁臂安道夫,,
,40235,挑战幻雾狂魔,回复铁臂安道夫,,
,40236,挑战灾祸舞动者,回复铁臂安道夫,,
,40237,挑战岩窟食人魔,回复铁臂安道夫,,
,40238,挑战飞翼魔鹰,回复铁臂安道夫,,
,40239,挑战狂热复仇者,回复铁臂安道夫,,
,40240,挑战叶刃毒蜂,回复铁臂安道夫,,
,40241,挑战白银惩戒者,回复铁臂安道夫,,
,40242,挑战月冥女巫,回复铁臂安道夫,,
,40243,挑战恐惧战魂,回复铁臂安道夫,,
,40244,挑战泥沼蝎王,回复铁臂安道夫,,
,40245,挑战熔火战骑,回复铁臂安道夫,,
,40246,挑战地穴石魔,回复铁臂安道夫,,
,40247,挑战不死追寻者,回复铁臂安道夫,,
,40248,挑战毁灭践踏者,回复铁臂安道夫,,
,40249,挑战苦痛荆棘,回复铁臂安道夫,,
,40250,挑战天灾使魔,回复铁臂安道夫,,
,40251,挑战狂暴战熊,回复铁臂安道夫,,
,40252,挑战锐斧战魔,锐斧战魔安德鲁[count 1],,
,40253,挑战实验合成兽,实验合成兽巴德[count 1],,
,40254,挑战林地红魔,林地红魔阿诺德[count 1],,
,40255,砾风游贼挑战,砾风游贼班森[count 1],,
,40256,挑战荆刺蜂后,荆刺蜂后塞拉[count 1],,
,40257,挑战海上掠夺者,海上掠夺者格纳[count 1],,
,40258,挑战钢羽枭鹰,钢羽枭鹰伊伦[count 1],,
,40259,挑战邪能研究者,邪能研究者格纳[count 1],,
,40260,挑战暮夜魔蝎,暮夜魔蝎洛兹[count 1],,
,40261,挑战翼魔统领塞曼,翼魔统领塞曼[count 1],,
,40262,挑战密林怪盗,密林怪盗贝克勒[count 1],,
,40263,挑战亡魂低语者,亡魂低语者埃莉[count 1],,
,40264,挑战暗金领主,暗金领主维恩[count 1],,
,40265,挑战风啸游隼,风啸游隼丽丝[count 1],,
,40266,挑战强袭战狼,强袭战狼斯塔克[count 1],,
,40267,挑战荒地魔蝎,荒地魔蝎尼斯[count 1],,
,40268,挑战烈炎斧兽,烈炎斧兽尼尔斯[count 1],,
,40269,挑战猩红先驱者,猩红先驱者欧文[count 1],,
,40270,挑战枯木蜂王,枯木蜂王艾蕾[count 1],,
,40271,挑战暗夜邪魔,暗夜邪魔奥托[count 1],,
,40282,挑战锐斧战魔,回复铁臂安道夫,,
,40283,挑战实验合成兽,回复铁臂安道夫,,
,40284,挑战林地红魔,回复铁臂安道夫,,
,40285,砾风游贼挑战,回复铁臂安道夫,,
,40286,挑战荆刺蜂后,回复铁臂安道夫,,
,40287,挑战海上掠夺者,回复铁臂安道夫,,
,40288,挑战钢羽枭鹰,回复铁臂安道夫,,
,40289,挑战邪能研究者,回复铁臂安道夫,,
,40290,挑战暮夜魔蝎,回复铁臂安道夫,,
,40291,挑战翼魔统领塞曼,回复铁臂安道夫,,
,40292,挑战密林怪盗,回复铁臂安道夫,,
,40293,挑战亡魂低语者,回复铁臂安道夫,,
,40294,挑战暗金领主,回复铁臂安道夫,,
,40295,挑战风啸游隼,回复铁臂安道夫,,
,40296,挑战强袭战狼,回复铁臂安道夫,,
,40297,挑战荒地魔蝎,回复铁臂安道夫,,
,40298,挑战烈炎斧兽,回复铁臂安道夫,,
,40299,挑战猩红先驱者,回复铁臂安道夫,,
,40300,挑战枯木蜂王,回复铁臂安道夫,,
,40301,挑战暗夜邪魔,回复铁臂安道夫,,
,50000,哀嚎神殿巡查,前往执行巡查工作,,
,50001,哀嚎神殿巡查,开启幸运宝箱,,
,50002,哀嚎神殿巡查,返回联盟交接任务,,
,50003,哀嚎神殿巡查,开启幸运宝箱,,
,50004,哀嚎神殿巡查,返回联盟交接任务,,
,50005,哀嚎神殿巡查,前往石碑附近进行调查,,
,50006,哀嚎神殿巡查,返回联盟交接任务,,
,50007,哀嚎神殿巡查,前往石碑附近进行调查,,
,50008,哀嚎神殿巡查,返回联盟交接任务,,
,50009,哀嚎神殿巡查,前往佣兵托尼处,,
,50010,哀嚎神殿巡查,和佣兵托尼对话,,
,50011,哀嚎神殿巡查,前往寻找失踪佣兵,,
,50012,哀嚎神殿巡查,告知佣兵托尼,,
,50013,哀嚎神殿巡查,返回联盟交接任务,,
,50014,哀嚎神殿巡查,和泽欧密探对话,,
,50015,哀嚎神殿巡查,战胜亡魂死徒,,
,50016,哀嚎神殿巡查,战胜亡魂死士,,
,50017,哀嚎神殿巡查,回复泽欧密探,,
,50018,哀嚎神殿巡查,返回联盟交接任务,,
,50019,阿克莱斯巡查,前往执行巡查工作,,
,50020,阿克莱斯巡查,开启幸运宝箱,,
,50021,阿克莱斯巡查,返回联盟交接任务,,
,50022,阿克莱斯巡查,开启幸运宝箱,,
,50023,阿克莱斯巡查,返回联盟交接任务,,
,50024,阿克莱斯巡查,和胖胖的大叔对话,,
,50025,阿克莱斯巡查,返回联盟交接任务,,
,50026,阿克莱斯巡查,和富商金斯特对话,,
,50027,阿克莱斯巡查,返回联盟交接任务,,
,50028,阿克莱斯巡查,和镇民拉夫对话,,
,50029,阿克莱斯巡查,搜查附近区域,,
,50030,阿克莱斯巡查,继续向深处进发,,
,50031,阿克莱斯巡查,返回联盟交接任务,,
,50032,阿克莱斯巡查,和卫兵对话,,
,50033,阿克莱斯巡查,战胜不死者,,
,50034,阿克莱斯巡查,向卫兵队长汇报,,
,50035,阿克莱斯巡查,返回联盟交接任务,,
,50036,罗兰镇巡查,开启幸运宝箱,,
,50037,罗兰镇巡查,返回联盟交接任务,,
,50038,罗兰镇巡查,开启幸运宝箱,,
,50039,罗兰镇巡查,返回联盟交接任务,,
,50040,罗兰镇巡查,开启幸运宝箱,,
,50041,罗兰镇巡查,返回联盟交接任务,,
,50042,罗兰镇巡查,和镇民麦提对话,,
,50043,罗兰镇巡查,前往附近林子调查,,
,50044,罗兰镇巡查,调查蜂灾的原因,,
,50045,罗兰镇巡查,告知麦提调查结果,,
,50046,罗兰镇巡查,返回联盟交接任务,,
,50047,罗兰镇巡查,和小男孩对话,,
,50048,罗兰镇巡查,回到镇上,,
,50049,罗兰镇巡查,返回联盟交接任务,,
,50050,风车镇巡查,开启幸运宝箱,,
,50051,风车镇巡查,返回联盟交接任务,,
,50052,风车镇巡查,开启幸运宝箱,,
,50053,风车镇巡查,返回联盟交接任务,,
,50054,风车镇巡查,战胜财宝哥布林[count 1],,
,50055,风车镇巡查,返回联盟交接任务,,
,50056,风车镇巡查,战胜财宝哥布林[count 1],,
,50057,风车镇巡查,返回联盟交接任务,,
,50058,风车镇巡查,和镇民比尔对话,,
,50059,风车镇巡查,前往神龛进行调查,,
,50060,风车镇巡查,沿着脚印调查真相,,
,50061,风车镇巡查,返回联盟交接任务,,
,50062,风车镇巡查,战胜滚石怪[count 1],,
,50063,风车镇巡查,和罗切特对话,,
,50064,风车镇巡查,护送罗切特回镇上,,
,50065,风车镇巡查,返回联盟交接任务,,
,50066,湖畔镇巡查,前往执行巡查工作,,
,50067,湖畔镇巡查,开启幸运宝箱,,
,50068,湖畔镇巡查,返回联盟交接任务,,
,50069,湖畔镇巡查,开启幸运宝箱,,
,50070,湖畔镇巡查,返回联盟交接任务,,
,50071,湖畔镇巡查,开启幸运宝箱,,
,50072,湖畔镇巡查,返回联盟交接任务,,
,50073,湖畔镇巡查,查看探测器的信息,,
,50074,湖畔镇巡查,战胜鱼妖[count 1],,
,50075,湖畔镇巡查,封印本命,,
,50076,湖畔镇巡查,返回联盟交接任务,,
,50077,湖畔镇巡查,和镇民对话,,
,50078,湖畔镇巡查,采集青湖贝[count 1],,
,50079,湖畔镇巡查,将青湖贝带给镇民,,
,50080,湖畔镇巡查,返回联盟交接任务,,
,50081,罗兰镇巡查,前往执行巡查工作,,
,50083,风车镇巡查,前往执行巡查工作,,
,50084,永夜森林巡查,前往执行巡查工作,,
,50085,永夜森林巡查,和暗精灵首领对话,,
,50086,永夜森林巡查,前往暗精灵卫兵处,,
,50087,永夜森林巡查,回复暗精灵首领,,
,50088,永夜森林巡查,返回联盟交接任务,,
,50089,永夜森林巡查,赶往木匠达罗斯家,,
,50090,永夜森林巡查,战胜萤火熊[count 1],,
,50091,永夜森林巡查,和木匠达罗斯对话,,
,50092,永夜森林巡查,返回联盟交接任务,,
,50093,月神森林巡查,前往执行巡查工作,,
,50094,月神森林巡查,和树人首领对话,,
,50095,月神森林巡查,采集月神水晶[count 1],,
,50096,月神森林巡查,将水晶带给树人首领,,
,50097,月神森林巡查,返回联盟交接任务,,
,50098,月神森林巡查,和德鲁伊首领对话,,
,50099,月神森林巡查,和德鲁伊守卫对话,,
,50100,月神森林巡查,前往森林寻找偷猎者,,
,50101,月神森林巡查,回复德鲁伊首领,,
,50102,月神森林巡查,返回联盟交接任务,,
,50103,冒险者营地巡查,前往执行巡查工作,,
,50104,冒险者营地巡查,和冒险者迈尔斯对话,,
,50105,冒险者营地巡查,驱赶戈壁火狐[count 1],,
,50106,冒险者营地巡查,回报冒险者迈尔斯,,
,50107,冒险者营地巡查,返回联盟交接任务,,
,50108,冒险者营地巡查,和首领埃尼奥对话,,
,50109,冒险者营地巡查,询问小女巫弥尔,,
,50110,冒险者营地巡查,采集草药[count 2],,
,50111,冒险者营地巡查,和小女巫弥尔对话,,
,50112,冒险者营地巡查,回复首领埃尼奥,,
,50113,冒险者营地巡查,返回联盟交接任务,,
,50114,迷雾森林巡查,前往执行巡查工作,,
,50115,迷雾森林巡查,和哥布林冒险者对话,,
,50116,迷雾森林巡查,前往寻找抢夺者,,
,50117,迷雾森林巡查,继续往前巡查,,
,50118,迷雾森林巡查,查看神秘的宝藏,,
,50119,迷雾森林巡查,返回联盟交接任务,,
,50120,迷雾森林巡查,和冒险者青年对话,,
,50121,迷雾森林巡查,沿着脚印追击魔物,,
,50122,迷雾森林巡查,进入营地进行调查,,
,50123,迷雾森林巡查,战胜鹿角兽队长,,
,50124,迷雾森林巡查,返回联盟交接任务,,
,50125,迷雾森林巡查,前往树心城,,
,50126,三月边陲巡查,前往执行巡查工作,,
,50127,三月边陲巡查,和伊诺克对话,,
,50128,三月边陲巡查,驱赶荒漠鹿角兽[count 1],,
,50129,三月边陲巡查,驱赶魔斧鹿角兽[count 1],,
,50130,三月边陲巡查,回复伊诺克,,
,50131,三月边陲巡查,返回联盟交接任务,,
,50132,三月边陲巡查,和阿比旦对话,,
,50133,三月边陲巡查,前往遗骸进行调查,,
,50134,三月边陲巡查,在遗骸附近搜查,,
,50135,三月边陲巡查,回复阿比旦,,
,50136,三月边陲巡查,返回联盟交接任务,,
,50137,迷雾森林巡查,前往执行巡查工作,,
,50138,迷雾森林巡查,前往执行巡查工作,,
,50139,冒险者营地巡查,前往执行巡查工作,,
,50140,冒险者营地巡查,前往执行巡查工作,,
,50141,三月边陲巡查,前往执行巡查工作,,
,50142,三月边陲巡查,前往执行巡查工作,,
,50143,永夜森林巡查,前往执行巡查工作,,
,50144,永夜森林巡查,前往执行巡查工作,,
,50145,月神森林巡查,前往执行巡查工作,,
,50146,月神森林巡查,前往执行巡查工作,,
,50147,哀嚎神殿巡查,前往执行巡查工作,,
,50148,哀嚎神殿巡查,前往执行巡查工作,,
,50149,哀嚎神殿巡查,前往执行巡查工作,,
,50150,哀嚎神殿巡查,前往执行巡查工作,,
,50151,哀嚎神殿巡查,前往执行巡查工作,,
,50152,哀嚎神殿巡查,前往执行巡查工作,,
,50153,阿克莱斯巡查,前往执行巡查工作,,
,50154,阿克莱斯巡查,前往执行巡查工作,,
,50155,阿克莱斯巡查,前往执行巡查工作,,
,50156,阿克莱斯巡查,前往执行巡查工作,,
,50157,阿克莱斯巡查,前往执行巡查工作,,
,50158,阿克莱斯巡查,前往执行巡查工作,,
,50159,风车镇巡查,前往执行巡查工作,,
,50160,风车镇巡查,前往执行巡查工作,,
,50161,风车镇巡查,前往执行巡查工作,,
,50162,风车镇巡查,前往执行巡查工作,,
,50163,风车镇巡查,前往执行巡查工作,,
,50164,风车镇巡查,前往执行巡查工作,,
,50165,湖畔镇巡查,前往执行巡查工作,,
,50166,湖畔镇巡查,前往执行巡查工作,,
,50167,湖畔镇巡查,前往执行巡查工作,,
,50168,湖畔镇巡查,前往执行巡查工作,,
,50169,湖畔镇巡查,前往执行巡查工作,,
,50170,罗兰镇巡查,前往执行巡查工作,,
,50171,罗兰镇巡查,前往执行巡查工作,,
,50172,罗兰镇巡查,前往执行巡查工作,,
,50173,罗兰镇巡查,前往执行巡查工作,,
,50174,罗兰镇巡查,前往执行巡查工作,,
,50175,阿克莱斯巡查,深入荒林进行探查,,
,50176,阿克莱斯巡查,继续搜查附近,,
,50177,阿克莱斯巡查,和联盟办事员对话,,
,50178,阿克莱斯巡查,前往荒林寻找佣兵,,
,50179,阿克莱斯巡查,寻找情报箱,,
,50180,阿克莱斯巡查,战胜巨骨熊[count 1],,
,50181,阿克莱斯巡查,返回寻找盗贼,,
,50182,阿克莱斯巡查,拆穿谎言,,
,50183,阿克莱斯巡查,拾起被盗的宝藏,,
,50184,阿克莱斯巡查,前往附近清除魔物,,
,50186,阿克莱斯巡查,查看受伤的卫兵,,
,50187,阿克莱斯巡查,仔细记住情报,,
,50190,湖畔镇巡查,和吟游诗人了解情况,,
,50191,湖畔镇巡查,去储物室寻找渔网,,
,50192,湖畔镇巡查,向湖中撒出渔网,,
,50193,湖畔镇巡查,和矮人小贩对话,,
,50194,湖畔镇巡查,收集鹿茸[count 1],,
,50195,湖畔镇巡查,回复矮人小贩,,
,50196,湖畔镇巡查,青湖贝[count 1],,
,50197,湖畔镇巡查,将货物打包,,
,50198,湖畔镇巡查,交付货物,,
,50199,湖畔镇巡查,回复矮人小贩,,
,50200,湖畔镇巡查,青湖贝[count 1],,
,50201,湖畔镇巡查,抢回青湖贝,,
,50202,湖畔镇巡查,和狐克斯对话,,
,50203,湖畔镇巡查,回复镇民,,
,50208,哀嚎神殿巡查,前往寻找失踪佣兵,,
,50209,哀嚎神殿巡查,在附近详细查看,,
,50210,哀嚎神殿巡查,检查魔物消失的地点,,
,50211,哀嚎神殿巡查,再次检查,,
,50212,哀嚎神殿巡查,和泽欧密探对话,,
,50213,哀嚎神殿巡查,查看纹章石,,
,50214,哀嚎神殿巡查,查看纹章石,,
,50215,哀嚎神殿巡查,战胜魔法侍魂,,
,50216,哀嚎神殿巡查,回复泽欧密探,,
,50217,哀嚎神殿巡查,返回联盟交接任务,,
,50218,卡诺萨城巡查,前往执行巡查工作,,
,50219,卡诺萨城巡查,前往执行巡查工作,,
,50220,卡诺萨城巡查,和矮人小贩对话,,
,50221,卡诺萨城巡查,勘察失窃地点,,
,50222,卡诺萨城巡查,和附近居民对话,,
,50223,卡诺萨城巡查,去湖畔镇查找线索,,
,50224,卡诺萨城巡查,到储物室查找线索,,
,50225,卡诺萨城巡查,找出可疑窃贼,,
,50226,卡诺萨城巡查,找到真凶,,
,50227,卡诺萨城巡查,回复矮人小贩,,
,50228,卡诺萨城巡查,返回联盟交接任务,,
,50229,卡诺萨城巡查,前往执行巡查工作,,
,50230,卡诺萨城巡查,和女剑士玛塔对话,,
,50231,卡诺萨城巡查,婉拒玛塔的邀请,,
,50232,卡诺萨城巡查,查看公告板,,
,50233,卡诺萨城巡查,战胜进击哥布林（0/1),,
,50234,卡诺萨城巡查,和铁臂安道夫对话,,
,50235,卡诺萨城巡查,返回联盟交接任务,,
,50236,卡诺萨城巡查,战胜女剑士,,
,50237,卡诺萨城巡查,和玛塔解释,,
,50238,卡诺萨城巡查,继续巡查卡诺萨城,,
,50239,卡诺萨城巡查,继续巡查卡诺萨城,,
,50240,卡诺萨城巡查,返回联盟交接任务,,
,50243,罗兰镇巡查,去拿防蜂用具,,
,50244,罗兰镇巡查,寻找回镇的道路,,
,50245,罗兰镇巡查,出现误会,,
,50246,罗兰镇巡查,解释缘由,,
,50247,罗兰镇巡查,给小男孩盛些水喝,,
,50248,罗兰镇巡查,拯救小男孩,,
,50249,罗兰镇巡查,和小男孩对话,,
,50250,罗兰镇巡查,返回联盟交接任务,,
,50251,风车镇巡查,沿着脚印调查真相,,
